ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2015,"2015",0,"Total",84408,9285,"Census Tract 317.03, King County, WA","14000US53033031703"
2015,"2015",0,"Total",93235,19708,"Census Tract 201, King County, WA","14000US53033020100"
2015,"2015",0,"Total",189231,23032,"Census Tract 241, King County, WA","14000US53033024100"
2015,"2015",0,"Total",29883,6556,"Census Tract 85, King County, WA","14000US53033008500"
2015,"2015",0,"Total",64549,15701,"Census Tract 11, King County, WA","14000US53033001100"
2015,"2015",0,"Total",41000,5793,"Census Tract 289.02, King County, WA","14000US53033028902"
2015,"2015",0,"Total",75714,15036.999999999998,"Census Tract 40, King County, WA","14000US53033004000"
2015,"2015",0,"Total",175625,28724,"Census Tract 242, King County, WA","14000US53033024200"
2015,"2015",0,"Total",54413,9316,"Census Tract 303.12, King County, WA","14000US53033030312"
2015,"2015",0,"Total",72028,10569,"Census Tract 202, King County, WA","14000US53033020200"
2015,"2015",0,"Total",62639,15146.999999999998,"Census Tract 58.02, King County, WA","14000US53033005802"
2015,"2015",0,"Total",67500,7535.999999999999,"Census Tract 289.01, King County, WA","14000US53033028901"
2015,"2015",0,"Total",103178,6289,"Census Tract 243, King County, WA","14000US53033024300"
2015,"2015",0,"Total",65188,5786,"Census Tract 17.01, King County, WA","14000US53033001701"
2015,"2015",0,"Total",43375,6826,"Census Tract 86, King County, WA","14000US53033008600"
2015,"2015",0,"Total",91458,17972,"Census Tract 26, King County, WA","14000US53033002600"
2015,"2015",0,"Total",58182,10379,"Census Tract 203, King County, WA","14000US53033020300"
2015,"2015",0,"Total",69583,13773,"Census Tract 244, King County, WA","14000US53033024400"
2015,"2015",0,"Total",98750,15111.000000000002,"Census Tract 321.02, King County, WA","14000US53033032102"
2015,"2015",0,"Total",91071,19604,"Census Tract 316.05, King County, WA","14000US53033031605"
2015,"2015",0,"Total",40590,3569,"Census Tract 288.02, King County, WA","14000US53033028802"
2015,"2015",0,"Total",71659,9750,"Census Tract 303.11, King County, WA","14000US53033030311"
2015,"2015",0,"Total",167361,26785,"Census Tract 245, King County, WA","14000US53033024500"
2015,"2015",0,"Total",70471,13107,"Census Tract 327.04, King County, WA","14000US53033032704"
2015,"2015",0,"Total",61330,6232,"Census Tract 204.01, King County, WA","14000US53033020401"
2015,"2015",0,"Total",56700,5993,"Census Tract 87, King County, WA","14000US53033008700"
2015,"2015",0,"Total",60948,9718,"Census Tract 288.01, King County, WA","14000US53033028801"
2015,"2015",0,"Total",175132,26213,"Census Tract 246.01, King County, WA","14000US53033024601"
2015,"2015",0,"Total",87667,14213,"Census Tract 59, King County, WA","14000US53033005900"
2015,"2015",0,"Total",109469,8614,"Census Tract 323.09, King County, WA","14000US53033032309"
2015,"2015",0,"Total",62237,4732,"Census Tract 303.10, King County, WA","14000US53033030310"
2015,"2015",0,"Total",71758,8638,"Census Tract 204.02, King County, WA","14000US53033020402"
2015,"2015",0,"Total",195156,42499,"Census Tract 246.02, King County, WA","14000US53033024602"
2015,"2015",0,"Total",132917,22620,"Census Tract 41, King County, WA","14000US53033004100"
2015,"2015",0,"Total",102202,7682.999999999999,"Census Tract 316.04, King County, WA","14000US53033031604"
2015,"2015",0,"Total",73841,6767,"Census Tract 287, King County, WA","14000US53033028700"
2015,"2015",0,"Total",76524,6666,"Census Tract 88, King County, WA","14000US53033008800"
2015,"2015",0,"Total",83712,12532,"Census Tract 247.01, King County, WA","14000US53033024701"
2015,"2015",0,"Total",86121,5240,"Census Tract 328, King County, WA","14000US53033032800"
2015,"2015",0,"Total",66786,15173,"Census Tract 205, King County, WA","14000US53033020500"
2015,"2015",0,"Total",106957,5462,"Census Tract 320.11, King County, WA","14000US53033032011"
2015,"2015",0,"Total",88574,12281,"Census Tract 286, King County, WA","14000US53033028600"
2015,"2015",0,"Total",106941,8631,"Census Tract 247.02, King County, WA","14000US53033024702"
2015,"2015",0,"Total",96538,25280,"Census Tract 60, King County, WA","14000US53033006000"
2015,"2015",0,"Total",61973,11009,"Census Tract 303.09, King County, WA","14000US53033030309"
2015,"2015",0,"Total",199542,10983,"Census Tract 323.21, King County, WA","14000US53033032321"
2015,"2015",0,"Total",72500,12596,"Census Tract 206, King County, WA","14000US53033020600"
2015,"2015",0,"Total",68042,18022,"Census Tract 248, King County, WA","14000US53033024800"
2015,"2015",0,"Total",79953,8201,"Census Tract 89, King County, WA","14000US53033008900"
2015,"2015",0,"Total",101563,20366,"Census Tract 323.27, King County, WA","14000US53033032327"
2015,"2015",0,"Total",47560,13031,"Census Tract 285, King County, WA","14000US53033028500"
2015,"2015",0,"Total",111661,11346,"Census Tract 27, King County, WA","14000US53033002700"
2015,"2015",0,"Total",135625,14867.999999999998,"Census Tract 249.01, King County, WA","14000US53033024901"
2015,"2015",0,"Total",57565,6349,"Census Tract 303.08, King County, WA","14000US53033030308"
2015,"2015",0,"Total",56141,7802.000000000001,"Census Tract 207, King County, WA","14000US53033020700"
2015,"2015",0,"Total",82067,12298,"Census Tract 316.03, King County, WA","14000US53033031603"
2015,"2015",0,"Total",31356,4579,"Census Tract 284.03, King County, WA","14000US53033028403"
2015,"2015",0,"Total",102616,9348,"Census Tract 249.02, King County, WA","14000US53033024902"
2015,"2015",0,"Total",110091,6578,"Census Tract 42, King County, WA","14000US53033004200"
2015,"2015",0,"Total",44571,10945,"Census Tract 90, King County, WA","14000US53033009000"
2015,"2015",0,"Total",76980,6797,"Census Tract 61, King County, WA","14000US53033006100"
2015,"2015",0,"Total",82344,11575,"Census Tract 208, King County, WA","14000US53033020800"
2015,"2015",0,"Total",152458,7332,"Census Tract 249.03, King County, WA","14000US53033024903"
2015,"2015",0,"Total",106824,14815,"Census Tract 324.02, King County, WA","14000US53033032402"
2015,"2015",0,"Total",62786,8108,"Census Tract 17.02, King County, WA","14000US53033001702"
2015,"2015",0,"Total",39756,7534,"Census Tract 284.02, King County, WA","14000US53033028402"
2015,"2015",0,"Total",94677,13327,"Census Tract 303.06, King County, WA","14000US53033030306"
2015,"2015",0,"Total",110114,13688,"Census Tract 250.01, King County, WA","14000US53033025001"
2015,"2015",0,"Total",99730,7747,"Census Tract 316.01, King County, WA","14000US53033031601"
2015,"2015",0,"Total",63819,23917,"Census Tract 209, King County, WA","14000US53033020900"
2015,"2015",0,"Total",29464,2866,"Census Tract 91, King County, WA","14000US53033009100"
2015,"2015",0,"Total",78915,4859,"Census Tract 283, King County, WA","14000US53033028300"
2015,"2015",0,"Total",126089,18995,"Census Tract 250.03, King County, WA","14000US53033025003"
2015,"2015",0,"Total",96857,7995,"Census Tract 320.10, King County, WA","14000US53033032010"
2015,"2015",0,"Total",121402,13765.000000000002,"Census Tract 323.07, King County, WA","14000US53033032307"
2015,"2015",0,"Total",71311,18396,"Census Tract 303.05, King County, WA","14000US53033030305"
2015,"2015",0,"Total",74048,13858,"Census Tract 210, King County, WA","14000US53033021000"
2015,"2015",0,"Total",103229,16801,"Census Tract 250.05, King County, WA","14000US53033025005"
2015,"2015",0,"Total",131429,7671,"Census Tract 62, King County, WA","14000US53033006200"
2015,"2015",0,"Total",32472,2474,"Census Tract 4.01, King County, WA","14000US53033000401"
2015,"2015",0,"Total",41386,5801,"Census Tract 282, King County, WA","14000US53033028200"
2015,"2015",0,"Total",25625,8349,"Census Tract 92, King County, WA","14000US53033009200"
2015,"2015",0,"Total",148750,32889,"Census Tract 250.06, King County, WA","14000US53033025006"
2015,"2015",0,"Total",64797,11621,"Census Tract 43.01, King County, WA","14000US53033004301"
2015,"2015",0,"Total",70137,5956,"Census Tract 211, King County, WA","14000US53033021100"
2015,"2015",0,"Total",149519,26589,"Census Tract 323.20, King County, WA","14000US53033032320"
2015,"2015",0,"Total",45845,12175,"Census Tract 281, King County, WA","14000US53033028100"
2015,"2015",0,"Total",81676,10080,"Census Tract 251.01, King County, WA","14000US53033025101"
2015,"2015",0,"Total",74306,18663,"Census Tract 315.02, King County, WA","14000US53033031502"
2015,"2015",0,"Total",86198,7792.000000000001,"Census Tract 303.04, King County, WA","14000US53033030304"
2015,"2015",0,"Total",88375,9422,"Census Tract 320.08, King County, WA","14000US53033032008"
2015,"2015",0,"Total",67438,9897,"Census Tract 213, King County, WA","14000US53033021300"
2015,"2015",0,"Total",104469,9564,"Census Tract 251.02, King County, WA","14000US53033025102"
2015,"2015",0,"Total",70458,11946,"Census Tract 93, King County, WA","14000US53033009300"
2015,"2015",0,"Total",132000,33212,"Census Tract 63, King County, WA","14000US53033006300"
2015,"2015",0,"Total",44127,6652,"Census Tract 280, King County, WA","14000US53033028000"
2015,"2015",0,"Total",90568,24812,"Census Tract 28, King County, WA","14000US53033002800"
2015,"2015",0,"Total",75109,5475,"Census Tract 252, King County, WA","14000US53033025200"
2015,"2015",0,"Total",50226,7221,"Census Tract 302.02, King County, WA","14000US53033030202"
2015,"2015",0,"Total",99861,15465.000000000002,"Census Tract 214, King County, WA","14000US53033021400"
2015,"2015",0,"Total",31863,7656,"Census Tract 12, King County, WA","14000US53033001200"
2015,"2015",0,"Total",52425,7383.999999999999,"Census Tract 279, King County, WA","14000US53033027900"
2015,"2015",0,"Total",77278,8243,"Census Tract 253.01, King County, WA","14000US53033025301"
2015,"2015",0,"Total",83667,11005,"Census Tract 315.01, King County, WA","14000US53033031501"
2015,"2015",0,"Total",47737,8734,"Census Tract 94, King County, WA","14000US53033009400"
2015,"2015",0,"Total",190900,17830,"Census Tract 322.15, King County, WA","14000US53033032215"
2015,"2015",0,"Total",108750,15582,"Census Tract 215, King County, WA","14000US53033021500"
2015,"2015",0,"Total",34471,12636,"Census Tract 253.02, King County, WA","14000US53033025302"
2015,"2015",0,"Total",18908,5464,"Census Tract 43.02, King County, WA","14000US53033004302"
2015,"2015",0,"Total",154868,18436,"Census Tract 64, King County, WA","14000US53033006400"
2015,"2015",0,"Total",89185,9479,"Census Tract 278, King County, WA","14000US53033027800"
2015,"2015",0,"Total",51837,6837.999999999999,"Census Tract 302.01, King County, WA","14000US53033030201"
2015,"2015",0,"Total",47773,5457,"Census Tract 254, King County, WA","14000US53033025400"
2015,"2015",0,"Total",125400,18158,"Census Tract 5, King County, WA","14000US53033000500"
2015,"2015",0,"Total",96066,14842.000000000002,"Census Tract 216, King County, WA","14000US53033021600"
2015,"2015",0,"Total",81676,21068,"Census Tract 95, King County, WA","14000US53033009500"
2015,"2015",0,"Total",81757,17038,"Census Tract 277.02, King County, WA","14000US53033027702"
2015,"2015",0,"Total",57246,5679,"Census Tract 255, King County, WA","14000US53033025500"
2015,"2015",0,"Total",138917,17840,"Census Tract 323.26, King County, WA","14000US53033032326"
2015,"2015",0,"Total",90703,20903,"Census Tract 320.07, King County, WA","14000US53033032007"
2015,"2015",0,"Total",81458,9277,"Census Tract 301, King County, WA","14000US53033030100"
2015,"2015",0,"Total",73456,11393,"Census Tract 217, King County, WA","14000US53033021700"
2015,"2015",0,"Total",60833,6321,"Census Tract 256.01, King County, WA","14000US53033025601"
2015,"2015",0,"Total",55398,5896,"Census Tract 314, King County, WA","14000US53033031400"
2015,"2015",0,"Total",87159,21997,"Census Tract 18, King County, WA","14000US53033001800"
2015,"2015",0,"Total",64007,26029,"Census Tract 277.01, King County, WA","14000US53033027701"
2015,"2015",0,"Total",77808,10044,"Census Tract 96, King County, WA","14000US53033009600"
2015,"2015",0,"Total",105446,9770,"Census Tract 256.02, King County, WA","14000US53033025602"
2015,"2015",0,"Total",98617,14099.999999999998,"Census Tract 65, King County, WA","14000US53033006500"
2015,"2015",0,"Total",87922,20010,"Census Tract 218.02, King County, WA","14000US53033021802"
2015,"2015",0,"Total",103750,9857,"Census Tract 29, King County, WA","14000US53033002900"
2015,"2015",0,"Total",51944,11963,"Census Tract 276, King County, WA","14000US53033027600"
2015,"2015",0,"Total",47219,6395,"Census Tract 257.01, King County, WA","14000US53033025701"
2015,"2015",0,"Total",50500,11166,"Census Tract 44, King County, WA","14000US53033004400"
2015,"2015",0,"Total",27635,5396,"Census Tract 300.06, King County, WA","14000US53033030006"
2015,"2015",0,"Total",48385,8064.000000000001,"Census Tract 313.02, King County, WA","14000US53033031302"
2015,"2015",0,"Total",74856,12680,"Census Tract 218.03, King County, WA","14000US53033021803"
2015,"2015",0,"Total",85758,9758,"Census Tract 257.02, King County, WA","14000US53033025702"
2015,"2015",0,"Total",82333,20735,"Census Tract 97.01, King County, WA","14000US53033009701"
2015,"2015",0,"Total",87222,15006.000000000002,"Census Tract 8, King County, WA","14000US53033000800"
2015,"2015",0,"Total",56406,12493,"Census Tract 275, King County, WA","14000US53033027500"
2015,"2015",0,"Total",85323,7295,"Census Tract 320.06, King County, WA","14000US53033032006"
2015,"2015",0,"Total",50750,7634,"Census Tract 258.03, King County, WA","14000US53033025803"
2015,"2015",0,"Total",48942,9057,"Census Tract 300.05, King County, WA","14000US53033030005"
2015,"2015",0,"Total",72422,11892,"Census Tract 218.04, King County, WA","14000US53033021804"
2015,"2015",0,"Total",82154,14370,"Census Tract 66, King County, WA","14000US53033006600"
2015,"2015",0,"Total",60536,8622,"Census Tract 274, King County, WA","14000US53033027400"
2015,"2015",0,"Total",71225,9374,"Census Tract 258.04, King County, WA","14000US53033025804"
2015,"2015",0,"Total",56208,9564,"Census Tract 2, King County, WA","14000US53033000200"
2015,"2015",0,"Total",106319,17170,"Census Tract 97.02, King County, WA","14000US53033009702"
2015,"2015",0,"Total",156481,6169,"Census Tract 322.14, King County, WA","14000US53033032214"
2015,"2015",0,"Total",71417,12542,"Census Tract 219.03, King County, WA","14000US53033021903"
2015,"2015",0,"Total",58309,5946,"Census Tract 258.05, King County, WA","14000US53033025805"
2015,"2015",0,"Total",68370,14044.999999999998,"Census Tract 323.19, King County, WA","14000US53033032319"
2015,"2015",0,"Total",74632,13510,"Census Tract 313.01, King County, WA","14000US53033031301"
2015,"2015",0,"Total",49023,5215,"Census Tract 273, King County, WA","14000US53033027300"
2015,"2015",0,"Total",42439,4448,"Census Tract 300.04, King County, WA","14000US53033030004"
2015,"2015",0,"Total",77821,6915.000000000001,"Census Tract 258.06, King County, WA","14000US53033025806"
2015,"2015",0,"Total",88914,11002,"Census Tract 45, King County, WA","14000US53033004500"
2015,"2015",0,"Total",89615,12786,"Census Tract 219.04, King County, WA","14000US53033021904"
2015,"2015",0,"Total",71705,12424,"Census Tract 98, King County, WA","14000US53033009800"
2015,"2015",0,"Total",50083,21223,"Census Tract 272, King County, WA","14000US53033027200"
2015,"2015",0,"Total",73750,16463,"Census Tract 260.01, King County, WA","14000US53033026001"
2015,"2015",0,"Total",88719,11259,"Census Tract 67, King County, WA","14000US53033006700"
2015,"2015",0,"Total",92500,16638,"Census Tract 324.01, King County, WA","14000US53033032401"
2015,"2015",0,"Total",61250,7022.000000000001,"Census Tract 300.03, King County, WA","14000US53033030003"
2015,"2015",0,"Total",92614,19832,"Census Tract 219.05, King County, WA","14000US53033021905"
2015,"2015",0,"Total",51154,11496,"Census Tract 260.02, King County, WA","14000US53033026002"
2015,"2015",0,"Total",90789,11747,"Census Tract 30, King County, WA","14000US53033003000"
2015,"2015",0,"Total",65809,7246.999999999999,"Census Tract 312.06, King County, WA","14000US53033031206"
2015,"2015",0,"Total",46250,16295,"Census Tract 271, King County, WA","14000US53033027100"
2015,"2015",0,"Total",67277,11419,"Census Tract 99, King County, WA","14000US53033009900"
2015,"2015",0,"Total",46826,11459,"Census Tract 261, King County, WA","14000US53033026100"
2015,"2015",0,"Total",87350,9918,"Census Tract 320.05, King County, WA","14000US53033032005"
2015,"2015",0,"Total",81250,13097,"Census Tract 219.06, King County, WA","14000US53033021906"
2015,"2015",0,"Total",56744,12208,"Census Tract 13, King County, WA","14000US53033001300"
2015,"2015",0,"Total",59417,9415,"Census Tract 270, King County, WA","14000US53033027000"
2015,"2015",0,"Total",46535,10530,"Census Tract 262, King County, WA","14000US53033026200"
2015,"2015",0,"Total",98750,21794,"Census Tract 68, King County, WA","14000US53033006800"
2015,"2015",0,"Total",84816,7330,"Census Tract 299.02, King County, WA","14000US53033029902"
2015,"2015",0,"Total",143585,11389,"Census Tract 322.13, King County, WA","14000US53033032213"
2015,"2015",0,"Total",70591,9378,"Census Tract 220.01, King County, WA","14000US53033022001"
2015,"2015",0,"Total",55110,11714,"Census Tract 263, King County, WA","14000US53033026300"
2015,"2015",0,"Total",51316,17659,"Census Tract 100.01, King County, WA","14000US53033010001"
2015,"2015",0,"Total",113906,15658,"Census Tract 46, King County, WA","14000US53033004600"
2015,"2015",0,"Total",41875,10623,"Census Tract 268.02, King County, WA","14000US53033026802"
2015,"2015",0,"Total",61391,7505,"Census Tract 19, King County, WA","14000US53033001900"
2015,"2015",0,"Total",43487,5304,"Census Tract 264, King County, WA","14000US53033026400"
2015,"2015",0,"Total",68609,9003,"Census Tract 299.01, King County, WA","14000US53033029901"
2015,"2015",0,"Total",75662,12065,"Census Tract 220.03, King County, WA","14000US53033022003"
2015,"2015",0,"Total",71083,14368.999999999998,"Census Tract 312.05, King County, WA","14000US53033031205"
2015,"2015",0,"Total",36505,8015,"Census Tract 268.01, King County, WA","14000US53033026801"
2015,"2015",0,"Total",29107,5265,"Census Tract 265, King County, WA","14000US53033026500"
2015,"2015",0,"Total",83750,13157,"Census Tract 320.03, King County, WA","14000US53033032003"
2015,"2015",0,"Total",66458,4716,"Census Tract 100.02, King County, WA","14000US53033010002"
2015,"2015",0,"Total",100172,18632,"Census Tract 69, King County, WA","14000US53033006900"
2015,"2015",0,"Total",90900,26645,"Census Tract 220.05, King County, WA","14000US53033022005"
2015,"2015",0,"Total",63799,5034,"Census Tract 266, King County, WA","14000US53033026600"
2015,"2015",0,"Total",64297,17385,"Census Tract 3, King County, WA","14000US53033000300"
2015,"2015",0,"Total",153098,12926,"Census Tract 323.18, King County, WA","14000US53033032318"
2015,"2015",0,"Total",65660,8251,"Census Tract 267, King County, WA","14000US53033026700"
2014,"2014",0,"Total",52879,8008,"Census Tract 111.01, King County, WA","14000US53033011101"
2014,"2014",0,"Total",64583,10012,"Census Tract 267, King County, WA","14000US53033026700"
2014,"2014",0,"Total",57460,8001.999999999999,"Census Tract 266, King County, WA","14000US53033026600"
2014,"2014",0,"Total",55522,3666.9999999999995,"Census Tract 2, King County, WA","14000US53033000200"
2014,"2014",0,"Total",79231,12530,"Census Tract 328, King County, WA","14000US53033032800"
2014,"2014",0,"Total",38843,4398,"Census Tract 268.01, King County, WA","14000US53033026801"
2014,"2014",0,"Total",32951,8158.999999999999,"Census Tract 265, King County, WA","14000US53033026500"
2014,"2014",0,"Total",65673,23049,"Census Tract 3, King County, WA","14000US53033000300"
2014,"2014",0,"Total",43125,5514,"Census Tract 264, King County, WA","14000US53033026400"
2014,"2014",0,"Total",67430,7904.999999999999,"Census Tract 327.04, King County, WA","14000US53033032704"
2014,"2014",0,"Total",45781,5442,"Census Tract 268.02, King County, WA","14000US53033026802"
2014,"2014",0,"Total",32145,2211,"Census Tract 4.01, King County, WA","14000US53033000401"
2014,"2014",0,"Total",64453,15484,"Census Tract 263, King County, WA","14000US53033026300"
2014,"2014",0,"Total",57031,10683,"Census Tract 4.02, King County, WA","14000US53033000402"
2014,"2014",0,"Total",77425,8210,"Census Tract 327.03, King County, WA","14000US53033032703"
2014,"2014",0,"Total",59456,10031,"Census Tract 270, King County, WA","14000US53033027000"
2014,"2014",0,"Total",45060,8976,"Census Tract 262, King County, WA","14000US53033026200"
2014,"2014",0,"Total",123587,19808,"Census Tract 5, King County, WA","14000US53033000500"
2014,"2014",0,"Total",55306,7278,"Census Tract 261, King County, WA","14000US53033026100"
2014,"2014",0,"Total",98241,5175,"Census Tract 327.02, King County, WA","14000US53033032702"
2014,"2014",0,"Total",46063,13895.000000000002,"Census Tract 271, King County, WA","14000US53033027100"
2014,"2014",0,"Total",56111,7418,"Census Tract 6, King County, WA","14000US53033000600"
2014,"2014",0,"Total",49646,10705,"Census Tract 260.02, King County, WA","14000US53033026002"
2014,"2014",0,"Total",51642,5277,"Census Tract 7, King County, WA","14000US53033000700"
2014,"2014",0,"Total",131650,12243,"Census Tract 326.02, King County, WA","14000US53033032602"
2014,"2014",0,"Total",55203,17743,"Census Tract 272, King County, WA","14000US53033027200"
2014,"2014",0,"Total",67750,12267,"Census Tract 260.01, King County, WA","14000US53033026001"
2014,"2014",0,"Total",81500,12040,"Census Tract 8, King County, WA","14000US53033000800"
2014,"2014",0,"Total",83288,8294,"Census Tract 258.06, King County, WA","14000US53033025806"
2014,"2014",0,"Total",80563,12326,"Census Tract 326.01, King County, WA","14000US53033032601"
2014,"2014",0,"Total",50295,5321,"Census Tract 273, King County, WA","14000US53033027300"
2014,"2014",0,"Total",116063,13012,"Census Tract 9, King County, WA","14000US53033000900"
2014,"2014",0,"Total",57564,5300,"Census Tract 258.05, King County, WA","14000US53033025805"
2014,"2014",0,"Total",68371,8588,"Census Tract 10, King County, WA","14000US53033001000"
2014,"2014",0,"Total",91522,8576,"Census Tract 325, King County, WA","14000US53033032500"
2014,"2014",0,"Total",47474,13914.000000000002,"Census Tract 274, King County, WA","14000US53033027400"
2014,"2014",0,"Total",70594,7215,"Census Tract 258.04, King County, WA","14000US53033025804"
2014,"2014",0,"Total",64583,26455,"Census Tract 11, King County, WA","14000US53033001100"
2014,"2014",0,"Total",44960,5969,"Census Tract 258.03, King County, WA","14000US53033025803"
2014,"2014",0,"Total",101641,13014,"Census Tract 324.02, King County, WA","14000US53033032402"
2014,"2014",0,"Total",61337,6471,"Census Tract 275, King County, WA","14000US53033027500"
2014,"2014",0,"Total",31973,7941.999999999999,"Census Tract 12, King County, WA","14000US53033001200"
2014,"2014",0,"Total",79038,14767.000000000002,"Census Tract 257.02, King County, WA","14000US53033025702"
2014,"2014",0,"Total",53962,4126,"Census Tract 13, King County, WA","14000US53033001300"
2014,"2014",0,"Total",93651,15240.000000000002,"Census Tract 324.01, King County, WA","14000US53033032401"
2014,"2014",0,"Total",50321,10282,"Census Tract 276, King County, WA","14000US53033027600"
2014,"2014",0,"Total",46671,2567,"Census Tract 257.01, King County, WA","14000US53033025701"
2014,"2014",0,"Total",71500,8698,"Census Tract 14, King County, WA","14000US53033001400"
2014,"2014",0,"Total",102388,8431,"Census Tract 256.02, King County, WA","14000US53033025602"
2014,"2014",0,"Total",135417,19848,"Census Tract 323.29, King County, WA","14000US53033032329"
2014,"2014",0,"Total",66401,12783,"Census Tract 277.01, King County, WA","14000US53033027701"
2014,"2014",0,"Total",103056,14203,"Census Tract 15, King County, WA","14000US53033001500"
2014,"2014",0,"Total",58478,9010,"Census Tract 256.01, King County, WA","14000US53033025601"
2014,"2014",0,"Total",91719,14103,"Census Tract 16, King County, WA","14000US53033001600"
2014,"2014",0,"Total",119306,19726,"Census Tract 323.28, King County, WA","14000US53033032328"
2014,"2014",0,"Total",81017,13740.000000000002,"Census Tract 277.02, King County, WA","14000US53033027702"
2014,"2014",0,"Total",55359,5439,"Census Tract 255, King County, WA","14000US53033025500"
2014,"2014",0,"Total",74659,12570,"Census Tract 17.01, King County, WA","14000US53033001701"
2014,"2014",0,"Total",46678,5507,"Census Tract 254, King County, WA","14000US53033025400"
2014,"2014",0,"Total",101486,13399,"Census Tract 323.27, King County, WA","14000US53033032327"
2014,"2014",0,"Total",91744,10086,"Census Tract 278, King County, WA","14000US53033027800"
2014,"2014",0,"Total",61928,7470.999999999999,"Census Tract 17.02, King County, WA","14000US53033001702"
2014,"2014",0,"Total",32397,7868,"Census Tract 253.02, King County, WA","14000US53033025302"
2014,"2014",0,"Total",88889,23426,"Census Tract 18, King County, WA","14000US53033001800"
2014,"2014",0,"Total",143344,3684,"Census Tract 323.26, King County, WA","14000US53033032326"
2014,"2014",0,"Total",51497,6423,"Census Tract 279, King County, WA","14000US53033027900"
2014,"2014",0,"Total",81170,5429,"Census Tract 253.01, King County, WA","14000US53033025301"
2014,"2014",0,"Total",61979,11935,"Census Tract 19, King County, WA","14000US53033001900"
2014,"2014",0,"Total",77683,6769,"Census Tract 252, King County, WA","14000US53033025200"
2014,"2014",0,"Total",96750,21847,"Census Tract 323.25, King County, WA","14000US53033032325"
2014,"2014",0,"Total",42805,6400,"Census Tract 280, King County, WA","14000US53033028000"
2014,"2014",0,"Total",75278,10821,"Census Tract 20, King County, WA","14000US53033002000"
2014,"2014",0,"Total",102675,10616,"Census Tract 251.02, King County, WA","14000US53033025102"
2014,"2014",0,"Total",84936,6902,"Census Tract 21, King County, WA","14000US53033002100"
2014,"2014",0,"Total",79871,12359,"Census Tract 323.24, King County, WA","14000US53033032324"
2014,"2014",0,"Total",45282,12781,"Census Tract 281, King County, WA","14000US53033028100"
2014,"2014",0,"Total",79435,6566,"Census Tract 251.01, King County, WA","14000US53033025101"
2014,"2014",0,"Total",116005,23249,"Census Tract 22, King County, WA","14000US53033002200"
2014,"2014",0,"Total",135568,21120,"Census Tract 250.06, King County, WA","14000US53033025006"
2014,"2014",0,"Total",118389,16083.000000000002,"Census Tract 323.23, King County, WA","14000US53033032323"
2014,"2014",0,"Total",38770,5447,"Census Tract 282, King County, WA","14000US53033028200"
2014,"2014",0,"Total",97941,17588,"Census Tract 24, King County, WA","14000US53033002400"
2014,"2014",0,"Total",114018,19368,"Census Tract 250.05, King County, WA","14000US53033025005"
2014,"2014",0,"Total",103542,7784,"Census Tract 25, King County, WA","14000US53033002500"
2014,"2014",0,"Total",146474,9962,"Census Tract 323.22, King County, WA","14000US53033032322"
2014,"2014",0,"Total",79241,6601,"Census Tract 283, King County, WA","14000US53033028300"
2014,"2014",0,"Total",125735,21485,"Census Tract 250.03, King County, WA","14000US53033025003"
2014,"2014",0,"Total",95139,11582,"Census Tract 26, King County, WA","14000US53033002600"
2014,"2014",0,"Total",103241,14523.000000000002,"Census Tract 250.01, King County, WA","14000US53033025001"
2014,"2014",0,"Total",172143,47443,"Census Tract 323.21, King County, WA","14000US53033032321"
2014,"2014",0,"Total",38317,4906,"Census Tract 284.02, King County, WA","14000US53033028402"
2014,"2014",0,"Total",107039,13407,"Census Tract 27, King County, WA","14000US53033002700"
2014,"2014",0,"Total",152849,14491,"Census Tract 249.03, King County, WA","14000US53033024903"
2014,"2014",0,"Total",78850,8772,"Census Tract 28, King County, WA","14000US53033002800"
2014,"2014",0,"Total",163198,28846.000000000004,"Census Tract 323.20, King County, WA","14000US53033032320"
2014,"2014",0,"Total",31466,4283,"Census Tract 284.03, King County, WA","14000US53033028403"
2014,"2014",0,"Total",100046,7218,"Census Tract 249.02, King County, WA","14000US53033024902"
2014,"2014",0,"Total",96932,10720,"Census Tract 29, King County, WA","14000US53033002900"
2014,"2014",0,"Total",129306,14547,"Census Tract 249.01, King County, WA","14000US53033024901"
2014,"2014",0,"Total",65938,15694.000000000002,"Census Tract 323.19, King County, WA","14000US53033032319"
2014,"2014",0,"Total",43750,6653,"Census Tract 285, King County, WA","14000US53033028500"
2014,"2014",0,"Total",95361,17081,"Census Tract 30, King County, WA","14000US53033003000"
2014,"2014",0,"Total",69250,11884,"Census Tract 248, King County, WA","14000US53033024800"
2014,"2014",0,"Total",95521,15908.000000000002,"Census Tract 31, King County, WA","14000US53033003100"
2014,"2014",0,"Total",147029,8518,"Census Tract 323.18, King County, WA","14000US53033032318"
2014,"2014",0,"Total",87286,16365,"Census Tract 286, King County, WA","14000US53033028600"
2014,"2014",0,"Total",106038,7544,"Census Tract 247.02, King County, WA","14000US53033024702"
2014,"2014",0,"Total",72360,9288,"Census Tract 32, King County, WA","14000US53033003200"
2014,"2014",0,"Total",81163,12799,"Census Tract 247.01, King County, WA","14000US53033024701"
2014,"2014",0,"Total",128246,14767.000000000002,"Census Tract 323.17, King County, WA","14000US53033032317"
2014,"2014",0,"Total",71852,4904,"Census Tract 287, King County, WA","14000US53033028700"
