ID Year,Year,ID Race,Race,Household Income by Race,Household Income by Race Moe,Geography,ID Geography
2014,"2014",0,"Total",77444,6197,"Census Tract 33, King County, WA","14000US53033003300"
2014,"2014",0,"Total",174688,49808,"Census Tract 246.02, King County, WA","14000US53033024602"
2014,"2014",0,"Total",100677,13788,"Census Tract 34, King County, WA","14000US53033003400"
2014,"2014",0,"Total",163186,8688,"Census Tract 323.16, King County, WA","14000US53033032316"
2014,"2014",0,"Total",56136,10873,"Census Tract 288.01, King County, WA","14000US53033028801"
2014,"2014",0,"Total",168802,17736,"Census Tract 246.01, King County, WA","14000US53033024601"
2014,"2014",0,"Total",80088,9133,"Census Tract 35, King County, WA","14000US53033003500"
2014,"2014",0,"Total",154025,16366,"Census Tract 245, King County, WA","14000US53033024500"
2014,"2014",0,"Total",130151,9859,"Census Tract 323.15, King County, WA","14000US53033032315"
2014,"2014",0,"Total",39509,3574,"Census Tract 288.02, King County, WA","14000US53033028802"
2014,"2014",0,"Total",66075,6209,"Census Tract 36, King County, WA","14000US53033003600"
2014,"2014",0,"Total",73125,19196,"Census Tract 244, King County, WA","14000US53033024400"
2014,"2014",0,"Total",85417,12716,"Census Tract 38, King County, WA","14000US53033003800"
2014,"2014",0,"Total",94978,11384,"Census Tract 323.13, King County, WA","14000US53033032313"
2014,"2014",0,"Total",65294,7503.000000000001,"Census Tract 289.01, King County, WA","14000US53033028901"
2014,"2014",0,"Total",100172,13647,"Census Tract 243, King County, WA","14000US53033024300"
2014,"2014",0,"Total",105313,13490,"Census Tract 39, King County, WA","14000US53033003900"
2014,"2014",0,"Total",182308,22505,"Census Tract 242, King County, WA","14000US53033024200"
2014,"2014",0,"Total",141765,25976,"Census Tract 323.11, King County, WA","14000US53033032311"
2014,"2014",0,"Total",41215,4537,"Census Tract 289.02, King County, WA","14000US53033028902"
2014,"2014",0,"Total",76344,11288,"Census Tract 40, King County, WA","14000US53033004000"
2014,"2014",0,"Total",188077,19442,"Census Tract 241, King County, WA","14000US53033024100"
2014,"2014",0,"Total",122196,15297,"Census Tract 41, King County, WA","14000US53033004100"
2014,"2014",0,"Total",107797,12316,"Census Tract 323.09, King County, WA","14000US53033032309"
2014,"2014",0,"Total",60984,7955,"Census Tract 290.01, King County, WA","14000US53033029001"
2014,"2014",0,"Total",106381,9854,"Census Tract 240, King County, WA","14000US53033024000"
2014,"2014",0,"Total",109579,6017,"Census Tract 42, King County, WA","14000US53033004200"
2014,"2014",0,"Total",112670,17164,"Census Tract 239, King County, WA","14000US53033023900"
2014,"2014",0,"Total",119327,15305.999999999998,"Census Tract 323.07, King County, WA","14000US53033032307"
2014,"2014",0,"Total",56969,5133,"Census Tract 290.03, King County, WA","14000US53033029003"
2014,"2014",0,"Total",62705,9431,"Census Tract 43.01, King County, WA","14000US53033004301"
2014,"2014",0,"Total",80786,10469,"Census Tract 238.04, King County, WA","14000US53033023804"
2014,"2014",0,"Total",17515,4190,"Census Tract 43.02, King County, WA","14000US53033004302"
2014,"2014",0,"Total",185333,12284,"Census Tract 322.15, King County, WA","14000US53033032215"
2014,"2014",0,"Total",33211,4161,"Census Tract 290.04, King County, WA","14000US53033029004"
2014,"2014",0,"Total",99677,12706,"Census Tract 238.03, King County, WA","14000US53033023803"
2014,"2014",0,"Total",53177,7878,"Census Tract 44, King County, WA","14000US53033004400"
2014,"2014",0,"Total",76250,30315,"Census Tract 238.01, King County, WA","14000US53033023801"
2014,"2014",0,"Total",153983,13822,"Census Tract 322.14, King County, WA","14000US53033032214"
2014,"2014",0,"Total",75450,10999,"Census Tract 291.01, King County, WA","14000US53033029101"
2014,"2014",0,"Total",88221,14388.999999999998,"Census Tract 45, King County, WA","14000US53033004500"
2014,"2014",0,"Total",94762,10629,"Census Tract 237, King County, WA","14000US53033023700"
2014,"2014",0,"Total",99868,27859.999999999996,"Census Tract 46, King County, WA","14000US53033004600"
2014,"2014",0,"Total",145870,18301,"Census Tract 322.13, King County, WA","14000US53033032213"
2014,"2014",0,"Total",52131,10398,"Census Tract 291.02, King County, WA","14000US53033029102"
2014,"2014",0,"Total",69797,8743,"Census Tract 236.04, King County, WA","14000US53033023604"
2014,"2014",0,"Total",65891,11837,"Census Tract 47, King County, WA","14000US53033004700"
2014,"2014",0,"Total",77000,9578,"Census Tract 236.03, King County, WA","14000US53033023603"
2014,"2014",0,"Total",117526,13770.999999999998,"Census Tract 322.12, King County, WA","14000US53033032212"
2014,"2014",0,"Total",32113,4076,"Census Tract 292.03, King County, WA","14000US53033029203"
2014,"2014",0,"Total",89054,3177,"Census Tract 48, King County, WA","14000US53033004800"
2014,"2014",0,"Total",69675,10484,"Census Tract 236.01, King County, WA","14000US53033023601"
2014,"2014",0,"Total",69375,5566,"Census Tract 49, King County, WA","14000US53033004900"
2014,"2014",0,"Total",108902,10923,"Census Tract 322.11, King County, WA","14000US53033032211"
2014,"2014",0,"Total",59171,7059.999999999999,"Census Tract 292.04, King County, WA","14000US53033029204"
2014,"2014",0,"Total",99375,13042,"Census Tract 235, King County, WA","14000US53033023500"
2014,"2014",0,"Total",63621,5042,"Census Tract 50, King County, WA","14000US53033005000"
2014,"2014",0,"Total",151250,14592.000000000002,"Census Tract 234.04, King County, WA","14000US53033023404"
2014,"2014",0,"Total",120574,17041,"Census Tract 322.10, King County, WA","14000US53033032210"
2014,"2014",0,"Total",55242,16900,"Census Tract 292.05, King County, WA","14000US53033029205"
2014,"2014",0,"Total",96500,11075,"Census Tract 51, King County, WA","14000US53033005100"
2014,"2014",0,"Total",94189,12392,"Census Tract 234.03, King County, WA","14000US53033023403"
2014,"2014",0,"Total",40464,5502,"Census Tract 52, King County, WA","14000US53033005200"
2014,"2014",0,"Total",76299,8148.999999999999,"Census Tract 322.08, King County, WA","14000US53033032208"
2014,"2014",0,"Total",26994,4678,"Census Tract 292.06, King County, WA","14000US53033029206"
2014,"2014",0,"Total",72378,10565,"Census Tract 234.01, King County, WA","14000US53033023401"
2014,"2014",0,"Total",10953,2369,"Census Tract 53.01, King County, WA","14000US53033005301"
2014,"2014",0,"Total",75231,16220,"Census Tract 233, King County, WA","14000US53033023300"
2014,"2014",0,"Total",147743,20662,"Census Tract 322.07, King County, WA","14000US53033032207"
2014,"2014",0,"Total",71554,7622.999999999999,"Census Tract 293.03, King County, WA","14000US53033029303"
2014,"2014",0,"Total",5938,7622,"Census Tract 53.02, King County, WA","14000US53033005302"
2014,"2014",0,"Total",45791,8785,"Census Tract 232.02, King County, WA","14000US53033023202"
2014,"2014",0,"Total",76841,10367,"Census Tract 54, King County, WA","14000US53033005400"
2014,"2014",0,"Total",123911,12882,"Census Tract 322.03, King County, WA","14000US53033032203"
2014,"2014",0,"Total",96213,10546,"Census Tract 293.04, King County, WA","14000US53033029304"
2014,"2014",0,"Total",74867,9580,"Census Tract 232.01, King County, WA","14000US53033023201"
2014,"2014",0,"Total",155639,11345,"Census Tract 56, King County, WA","14000US53033005600"
2014,"2014",0,"Total",92037,9692,"Census Tract 231, King County, WA","14000US53033023100"
2014,"2014",0,"Total",86010,10324,"Census Tract 321.04, King County, WA","14000US53033032104"
2014,"2014",0,"Total",66705,13447,"Census Tract 293.05, King County, WA","14000US53033029305"
2014,"2014",0,"Total",88080,15267,"Census Tract 57, King County, WA","14000US53033005700"
2014,"2014",0,"Total",107132,7026,"Census Tract 230, King County, WA","14000US53033023000"
2014,"2014",0,"Total",64144,6342,"Census Tract 58.01, King County, WA","14000US53033005801"
2014,"2014",0,"Total",63862,10611,"Census Tract 321.03, King County, WA","14000US53033032103"
2014,"2014",0,"Total",63869,9149,"Census Tract 293.06, King County, WA","14000US53033029306"
2014,"2014",0,"Total",105694,14048,"Census Tract 229.02, King County, WA","14000US53033022902"
2014,"2014",0,"Total",64451,17950,"Census Tract 58.02, King County, WA","14000US53033005802"
2014,"2014",0,"Total",119041,16725,"Census Tract 229.01, King County, WA","14000US53033022901"
2014,"2014",0,"Total",105237,6622,"Census Tract 321.02, King County, WA","14000US53033032102"
2014,"2014",0,"Total",92799,4750,"Census Tract 293.07, King County, WA","14000US53033029307"
2014,"2014",0,"Total",85372,10100,"Census Tract 59, King County, WA","14000US53033005900"
2014,"2014",0,"Total",90943,10779,"Census Tract 228.03, King County, WA","14000US53033022803"
2014,"2014",0,"Total",92344,18562,"Census Tract 60, King County, WA","14000US53033006000"
2014,"2014",0,"Total",106920,5863,"Census Tract 320.11, King County, WA","14000US53033032011"
2014,"2014",0,"Total",68649,12428,"Census Tract 294.03, King County, WA","14000US53033029403"
2014,"2014",0,"Total",100888,6400,"Census Tract 228.02, King County, WA","14000US53033022802"
2014,"2014",0,"Total",74416,5174,"Census Tract 61, King County, WA","14000US53033006100"
2014,"2014",0,"Total",86579,9008,"Census Tract 228.01, King County, WA","14000US53033022801"
2014,"2014",0,"Total",95379,8763,"Census Tract 320.10, King County, WA","14000US53033032010"
2014,"2014",0,"Total",86289,6675,"Census Tract 294.05, King County, WA","14000US53033029405"
2014,"2014",0,"Total",41591,7534,"Census Tract 1, King County, WA","14000US53033000100"
2014,"2014",0,"Total",119135,16016,"Census Tract 62, King County, WA","14000US53033006200"
2014,"2014",0,"Total",101250,22283,"Census Tract 227.03, King County, WA","14000US53033022703"
2014,"2014",0,"Total",118458,22477,"Census Tract 63, King County, WA","14000US53033006300"
2014,"2014",0,"Total",86375,10129,"Census Tract 294.06, King County, WA","14000US53033029406"
2014,"2014",0,"Total",95787,13467,"Census Tract 320.08, King County, WA","14000US53033032008"
2014,"2014",0,"Total",120208,13914.000000000002,"Census Tract 227.02, King County, WA","14000US53033022702"
2014,"2014",0,"Total",151055,13880.999999999998,"Census Tract 64, King County, WA","14000US53033006400"
2014,"2014",0,"Total",96354,17338,"Census Tract 320.07, King County, WA","14000US53033032007"
2014,"2014",0,"Total",42763,5510,"Census Tract 294.07, King County, WA","14000US53033029407"
2014,"2014",0,"Total",102679,23670,"Census Tract 227.01, King County, WA","14000US53033022701"
2014,"2014",0,"Total",93500,14131,"Census Tract 65, King County, WA","14000US53033006500"
2014,"2014",0,"Total",104583,11590,"Census Tract 226.06, King County, WA","14000US53033022606"
2014,"2014",0,"Total",73300,16863,"Census Tract 66, King County, WA","14000US53033006600"
2014,"2014",0,"Total",41425,6328,"Census Tract 294.08, King County, WA","14000US53033029408"
2014,"2014",0,"Total",81977,8828,"Census Tract 320.06, King County, WA","14000US53033032006"
2014,"2014",0,"Total",71316,11704,"Census Tract 226.05, King County, WA","14000US53033022605"
2014,"2014",0,"Total",82755,7421.000000000001,"Census Tract 67, King County, WA","14000US53033006700"
2014,"2014",0,"Total",79223,12008,"Census Tract 320.05, King County, WA","14000US53033032005"
2014,"2014",0,"Total",86176,22858,"Census Tract 295.02, King County, WA","14000US53033029502"
2014,"2014",0,"Total",91970,16120,"Census Tract 226.04, King County, WA","14000US53033022604"
2014,"2014",0,"Total",96198,23253,"Census Tract 68, King County, WA","14000US53033006800"
2014,"2014",0,"Total",103076,8305,"Census Tract 226.03, King County, WA","14000US53033022603"
2014,"2014",0,"Total",101058,20368,"Census Tract 69, King County, WA","14000US53033006900"
2014,"2014",0,"Total",32444,5410,"Census Tract 295.03, King County, WA","14000US53033029503"
2014,"2014",0,"Total",87729,13304,"Census Tract 320.03, King County, WA","14000US53033032003"
2014,"2014",0,"Total",97997,8625,"Census Tract 225, King County, WA","14000US53033022500"
2014,"2014",0,"Total",61649,14541,"Census Tract 70, King County, WA","14000US53033007000"
2014,"2014",0,"Total",80391,16608,"Census Tract 320.02, King County, WA","14000US53033032002"
2014,"2014",0,"Total",51215,14009.000000000002,"Census Tract 295.04, King County, WA","14000US53033029504"
2014,"2014",0,"Total",111767,15327,"Census Tract 224, King County, WA","14000US53033022400"
2014,"2014",0,"Total",73634,6306,"Census Tract 71, King County, WA","14000US53033007100"
2014,"2014",0,"Total",111198,41718,"Census Tract 223, King County, WA","14000US53033022300"
2014,"2014",0,"Total",66636,15159,"Census Tract 72, King County, WA","14000US53033007200"
2014,"2014",0,"Total",70161,5654,"Census Tract 296.01, King County, WA","14000US53033029601"
2014,"2014",0,"Total",108108,18972,"Census Tract 319.09, King County, WA","14000US53033031909"
2014,"2014",0,"Total",122469,8814,"Census Tract 222.03, King County, WA","14000US53033022203"
2014,"2014",0,"Total",71061,21007,"Census Tract 73, King County, WA","14000US53033007300"
2014,"2014",0,"Total",63750,8772,"Census Tract 319.08, King County, WA","14000US53033031908"
2014,"2014",0,"Total",89563,10395,"Census Tract 296.02, King County, WA","14000US53033029602"
2014,"2014",0,"Total",74547,11710,"Census Tract 222.02, King County, WA","14000US53033022202"
2014,"2014",0,"Total",65601,10311,"Census Tract 74.01, King County, WA","14000US53033007401"
2014,"2014",0,"Total",80890,10607,"Census Tract 222.01, King County, WA","14000US53033022201"
2014,"2014",0,"Total",37152,10237,"Census Tract 74.02, King County, WA","14000US53033007402"
2014,"2014",0,"Total",41021,4230,"Census Tract 297, King County, WA","14000US53033029700"
2014,"2014",0,"Total",100888,6053,"Census Tract 319.07, King County, WA","14000US53033031907"
2014,"2014",0,"Total",97778,6330,"Census Tract 221.02, King County, WA","14000US53033022102"
2014,"2014",0,"Total",48500,9149,"Census Tract 75, King County, WA","14000US53033007500"
2014,"2014",0,"Total",107016,9298,"Census Tract 319.06, King County, WA","14000US53033031906"
2014,"2014",0,"Total",57813,8402,"Census Tract 298.01, King County, WA","14000US53033029801"
2014,"2014",0,"Total",100943,9891,"Census Tract 221.01, King County, WA","14000US53033022101"
2014,"2014",0,"Total",61619,5164,"Census Tract 76, King County, WA","14000US53033007600"
2014,"2014",0,"Total",82973,14343.000000000002,"Census Tract 220.06, King County, WA","14000US53033022006"
2014,"2014",0,"Total",91507,15751,"Census Tract 77, King County, WA","14000US53033007700"
2014,"2014",0,"Total",72077,6983,"Census Tract 298.02, King County, WA","14000US53033029802"
2014,"2014",0,"Total",93911,15462,"Census Tract 319.04, King County, WA","14000US53033031904"
2014,"2014",0,"Total",71396,12070,"Census Tract 220.05, King County, WA","14000US53033022005"
2014,"2014",0,"Total",145444,20856,"Census Tract 78, King County, WA","14000US53033007800"
2014,"2014",0,"Total",88540,6580,"Census Tract 319.03, King County, WA","14000US53033031903"
2014,"2014",0,"Total",63295,7540.999999999999,"Census Tract 299.01, King County, WA","14000US53033029901"
2014,"2014",0,"Total",73304,15477,"Census Tract 220.03, King County, WA","14000US53033022003"
2014,"2014",0,"Total",54216,12971,"Census Tract 79, King County, WA","14000US53033007900"
2014,"2014",0,"Total",63815,8656,"Census Tract 220.01, King County, WA","14000US53033022001"
2014,"2014",0,"Total",86698,8911,"Census Tract 80.01, King County, WA","14000US53033008001"
2014,"2014",0,"Total",93007,5327,"Census Tract 299.02, King County, WA","14000US53033029902"
2014,"2014",0,"Total",102819,5764,"Census Tract 318, King County, WA","14000US53033031800"
2014,"2014",0,"Total",99856,16200,"Census Tract 219.06, King County, WA","14000US53033021906"
2014,"2014",0,"Total",35395,9128,"Census Tract 80.02, King County, WA","14000US53033008002"
2014,"2014",0,"Total",77422,16281,"Census Tract 317.06, King County, WA","14000US53033031706"
